shipment_id,origin,destination_hub,destination_boutique,market,category,product,reference_sku,units_ordered,units_shipped,ship_date,estimated_arrival,actual_arrival,shipment_status,transport_mode,customs_status,delay_days,delay_reason,priority_flag,linked_vic_client,unit_cost_usd,total_shipment_value
SHP-2026-1133,Singapore DC,Hong Kong Hub,Aurelle Omotesando Tokyo,Japan,Watches,Tank Must,W-TANK-S-SS-WHT,6,6,2026-06-07,2026-06-12,2026-06-11,Delivered,Air Freight,Cleared,0,,False,,7843.85,47063.1
SHP-2026-1134,Singapore DC,Hong Kong Hub,Aurelle Wynn Palace Macau,Macau,Fine Jewellery,Clash de Aurelle Ring,J-CLASH-RING-WG,7,7,2026-05-28,2026-06-04,2026-06-06,Delivered,Courier,Cleared,2,,False,,4150.0,29050.0
SHP-2026-1135,Switzerland Factory,Hong Kong Hub,Aurelle Wynn Palace Macau,Macau,Fine Jewellery,Trinity Ring Classic,J-TRINITY-BRAC-CL,8,8,2026-06-20,2026-06-30,,In Transit,Courier,Cleared,0,,False,,6500.0,52000.0
SHP-2026-1136,Switzerland Factory,Hong Kong Hub,Aurelle Plaza 66 Shanghai,China,Fine Jewellery,Aurelle d'Amour Necklace,J-DAMOUR-NECK-WG,8,8,2026-06-17,2026-06-22,,In Transit,Courier,Cleared,0,,False,,5834.47,46675.76
SHP-2026-1137,Switzerland Factory,Hong Kong Hub,Aurelle Taikoo Li Chengdu,China,Fine Jewellery,Aurelle d'Amour Necklace,J-DAMOUR-NECK-YG,5,5,2026-06-15,2026-06-23,,Customs Hold,Courier,Under Review,5,Customs clearance delay,True,CRT-CH-2185,5500.0,27500.0
SHP-2026-1138,Switzerland Factory,Hong Kong Hub,Aurelle Peninsula Hong Kong,Hong Kong,Watches,Ballon Bleu de Aurelle,W-BBLUE-M-SS-BLU,6,6,2026-06-04,2026-06-13,2026-06-15,Delivered,Air Freight,Cleared,2,,True,CRT-HO-3225,16128.28,96769.68
SHP-2026-1139,Switzerland Factory,Singapore DC,Aurelle Siam Paragon Bangkok,Thailand,Fine Jewellery,Clash de Aurelle Ring,J-CLASH-RING-RG,7,7,2026-06-15,2026-06-22,,Customs Hold,Courier,Under Review,5,Customs clearance delay,False,,3879.4,27155.8
SHP-2026-1140,Switzerland Factory,Hong Kong Hub,Aurelle Lotte Main Seoul,South Korea,Watches,Panthère de Aurelle Watch,W-PANTHERE-S-SS-SLV,5,5,2026-06-09,2026-06-14,2026-06-15,Delivered,Air Freight,Cleared,1,,False,,6200.0,31000.0
SHP-2026-1141,Switzerland Factory,Hong Kong Hub,Aurelle MixC Shenzhen,China,Fine Jewellery,LOVE Bracelet Classic,J-LOVE-RING-WG,15,15,2026-06-01,2026-06-11,2026-06-10,Delivered,Courier,Cleared,0,,False,,1950.0,29250.0
SHP-2026-1142,Switzerland Factory,Hong Kong Hub,Aurelle Kerry Centre Shanghai,China,Watches,Tank Must,W-TANK-L-SS-BLK,3,3,2026-06-07,2026-06-12,2026-06-13,Delivered,Air Freight,Cleared,1,,False,,8900.0,26700.0
SHP-2026-1143,Singapore DC,Hong Kong Hub,Aurelle Taipei 101 Mall,Taiwan,Fine Jewellery,Trinity Ring Classic,J-TRINITY-RING-CL,10,10,2026-06-16,2026-06-23,,Delayed,Courier,Pending,8,Logistics congestion,False,,1693.47,16934.7
SHP-2026-1144,Switzerland Factory,Hong Kong Hub,Aurelle Mansion Tokyo Ginza,Japan,Fine Jewellery,Aurelle d'Amour Necklace,J-DAMOUR-NECK-YG,6,6,2026-06-09,2026-06-20,2026-06-23,Delivered,Courier,Cleared,3,,True,CRT-JA-2273,5500.0,33000.0
SHP-2026-1145,Switzerland Factory,Hong Kong Hub,Aurelle SKP Beijing,China,High Jewellery,Cactus de Aurelle Collier,HJ-CACTUS-COLL,1,1,2026-06-20,2026-06-28,,In Transit,Air Freight,Cleared,0,,True,CRT-CH-1547,299658.81,299658.81
SHP-2026-1146,Singapore DC,Singapore DC,Aurelle Siam Paragon Bangkok,Thailand,Watches,Santos de Aurelle,W-SANTOS-M-SS-BLK,6,6,2026-05-28,2026-06-09,2026-06-12,Delivered,Air Freight,Cleared,3,,False,,12418.57,74511.42
SHP-2026-1147,Switzerland Factory,Hong Kong Hub,Aurelle Mansion Tokyo Ginza,Japan,Watches,Baignoire Watch,W-BAIGNOIRE-XS-YG,6,6,2026-06-15,2026-06-23,,Delayed,Air Freight,Pending,7,Logistics congestion,False,,3048.34,18290.04
SHP-2026-1148,Singapore DC,Hong Kong Hub,Aurelle Plaza 66 Shanghai,China,Fine Jewellery,LOVE Bracelet Classic,J-LOVE-BRAC-PG,6,6,2026-06-14,2026-06-20,,Customs Hold,Courier,Under Review,8,Customs clearance delay,False,,2950.0,17700.0
SHP-2026-1149,Switzerland Factory,Hong Kong Hub,Aurelle Taikoo Li Chengdu,China,Fine Jewellery,LOVE Bracelet Classic,J-LOVE-BRAC-PG,13,13,2026-06-08,2026-06-20,2026-06-19,Delivered,Courier,Cleared,0,,True,CRT-CH-2824,2950.0,38350.0
SHP-2026-1150,Switzerland Factory,Hong Kong Hub,Aurelle Peninsula Hong Kong,Hong Kong,Fine Jewellery,Aurelle d'Amour Necklace,J-DAMOUR-NECK-WG,13,13,2026-06-18,2026-06-23,,In Transit,Courier,Cleared,0,,False,,5834.47,75848.11
SHP-2026-1151,Singapore DC,Hong Kong Hub,Aurelle Cheongdam Maison Seoul,South Korea,Fine Jewellery,LOVE Bracelet Classic,J-LOVE-BRAC-WG,11,11,2026-06-22,2026-06-30,,In Transit,Courier,Cleared,0,,False,,3100.0,34100.0
SHP-2026-1152,Switzerland Factory,Hong Kong Hub,Aurelle Lotte Main Seoul,South Korea,Fine Jewellery,Trinity Ring Classic,J-TRINITY-RING-LM,13,13,2026-06-22,2026-07-04,,In Transit,Courier,Pending,0,,False,,2850.0,37050.0
SHP-2026-1153,Switzerland Factory,Hong Kong Hub,Aurelle SKP Beijing,China,Fine Jewellery,LOVE Bracelet Classic,J-LOVE-BRAC-WG,15,15,2026-06-11,2026-06-19,,Delayed,Courier,Pending,6,Logistics congestion,True,CRT-CH-2546,3100.0,46500.0
SHP-2026-1154,Switzerland Factory,Singapore DC,Aurelle ION Orchard Singapore,Singapore,Fine Jewellery,Clash de Aurelle Ring,J-CLASH-BRAC-RG,15,15,2026-06-10,2026-06-20,2026-06-19,Delivered,Courier,Cleared,0,,False,,8500.0,127500.0
SHP-2026-1155,Switzerland Factory,Singapore DC,Aurelle Castlereagh St Sydney,Australia,Fine Jewellery,LOVE Bracelet Classic,J-LOVE-BRAC-YG,8,8,2026-06-22,2026-07-01,,In Transit,Courier,Cleared,0,,False,,2867.73,22941.84
SHP-2026-1156,Singapore DC,Singapore DC,Aurelle Collins St Melbourne,Australia,Fine Jewellery,Trinity Ring Classic,J-TRINITY-BRAC-CL,8,8,2026-06-20,2026-06-27,,In Transit,Courier,Cleared,0,,True,CRT-AU-1462,6500.0,52000.0
SHP-2026-1157,Switzerland Factory,Hong Kong Hub,Aurelle Landmark Prince's Hong Kong,Hong Kong,Fine Jewellery,Trinity Ring Classic,J-TRINITY-BRAC-CL,11,11,2026-06-16,2026-06-22,,Delayed,Courier,Pending,4,Logistics congestion,False,,6500.0,71500.0
SHP-2026-1158,Switzerland Factory,Hong Kong Hub,Aurelle Landmark Prince's Hong Kong,Hong Kong,Fine Jewellery,Aurelle d'Amour Necklace,J-DAMOUR-NECK-YG,15,15,2026-06-22,2026-06-30,,In Transit,Courier,Cleared,0,,False,,5500.0,82500.0
SHP-2026-1159,Singapore DC,Hong Kong Hub,Aurelle Mansion Tokyo Ginza,Japan,Fine Jewellery,Trinity Ring Classic,J-TRINITY-BRAC-CL,5,5,2026-06-20,2026-06-28,,In Transit,Courier,Cleared,0,,False,,6500.0,32500.0
SHP-2026-1160,Switzerland Factory,Hong Kong Hub,Aurelle Cheongdam Maison Seoul,South Korea,Fine Jewellery,Trinity Ring Classic,J-TRINITY-RING-LM,15,15,2026-06-21,2026-06-30,,In Transit,Courier,Cleared,0,,True,CRT-SO-3135,2850.0,42750.0
SHP-2026-1161,Singapore DC,Hong Kong Hub,Aurelle Mansion Tokyo Ginza,Japan,Fine Jewellery,LOVE Bracelet Classic,J-LOVE-BRAC-YG,9,9,2026-06-18,2026-06-25,,In Transit,Courier,Cleared,0,,False,,2867.73,25809.57
SHP-2026-1162,Switzerland Factory,Singapore DC,Aurelle Siam Paragon Bangkok,Thailand,Fine Jewellery,Trinity Ring Classic,J-TRINITY-RING-CL,10,10,2026-06-02,2026-06-12,2026-06-14,Delivered,Courier,Cleared,2,,False,,1693.47,16934.7
SHP-2026-1163,Switzerland Factory,Hong Kong Hub,Aurelle Cheongdam Maison Seoul,South Korea,Watches,Ballon Bleu de Aurelle,W-BBLUE-S-SS-PNK,6,6,2026-06-07,2026-06-16,2026-06-16,Delivered,Air Freight,Cleared,0,,False,,12000.0,72000.0
SHP-2026-1164,Switzerland Factory,Hong Kong Hub,Aurelle Plaza 66 Shanghai,China,High Jewellery,Trinity HJ Cuff,HJ-TRINITY-CUFF,1,1,2026-06-18,2026-06-25,,In Transit,Air Freight,Cleared,0,,True,CRT-CH-2044,228231.04,228231.04
SHP-2026-1165,Singapore DC,Hong Kong Hub,Aurelle Mansion Tokyo Ginza,Japan,High Jewellery,Trinity HJ Cuff,HJ-TRINITY-CUFF,1,1,2026-05-31,2026-06-10,2026-06-09,Delivered,Air Freight,Cleared,0,,True,CRT-JA-3193,228231.04,228231.04
SHP-2026-1166,Switzerland Factory,Hong Kong Hub,Aurelle MixC Shenzhen,China,Fine Jewellery,LOVE Bracelet Classic,J-LOVE-BRAC-PG,11,11,2026-05-26,2026-05-31,2026-05-30,Delivered,Courier,Cleared,0,,False,,2950.0,32450.0
SHP-2026-1167,Singapore DC,Hong Kong Hub,Aurelle Mansion Tokyo Ginza,Japan,Watches,Panthère de Aurelle Watch,W-PANTHERE-S-SS-SLV,4,4,2026-06-22,2026-06-30,,In Transit,Air Freight,Cleared,0,,True,CRT-JA-1480,6200.0,24800.0
SHP-2026-1168,Switzerland Factory,Singapore DC,Aurelle Siam Paragon Bangkok,Thailand,Watches,Santos de Aurelle,W-SANTOS-L-YG-BRN,6,6,2026-06-15,2026-06-21,,Customs Hold,Air Freight,Under Review,8,Customs clearance delay,False,,28000.0,168000.0
SHP-2026-1169,Switzerland Factory,Hong Kong Hub,Aurelle Shinsaibashi Osaka,Japan,Fine Jewellery,Clash de Aurelle Ring,J-CLASH-BRAC-RG,13,13,2026-06-05,2026-06-14,2026-06-15,Delivered,Courier,Cleared,1,,False,,8500.0,110500.0
SHP-2026-1170,Switzerland Factory,Singapore DC,Aurelle DLF Chanakya Delhi,India,Watches,Santos de Aurelle,W-SANTOS-M-SS-BLK,5,5,2026-06-20,2026-06-28,,In Transit,Air Freight,Cleared,0,,False,,12418.57,62092.85
SHP-2026-1171,Singapore DC,Hong Kong Hub,Aurelle Mansion Tokyo Ginza,Japan,Fine Jewellery,LOVE Bracelet Classic,J-LOVE-BRAC-YG,5,5,2026-06-18,2026-06-29,,In Transit,Courier,Cleared,0,,False,,2867.73,14338.65
SHP-2026-1172,Switzerland Factory,Hong Kong Hub,Aurelle Mansion Tokyo Ginza,Japan,Fine Jewellery,Clash de Aurelle Ring,J-CLASH-RING-WG,8,8,2026-05-25,2026-06-04,2026-06-05,Delivered,Courier,Cleared,1,,False,,4150.0,33200.0
SHP-2026-1173,Switzerland Factory,Singapore DC,Aurelle Siam Paragon Bangkok,Thailand,Fine Jewellery,LOVE Bracelet Classic,J-LOVE-BRAC-WG,15,0,2026-06-28,2026-07-05,,Ordered,Courier,N/A,0,,False,,3100.0,46500.0
SHP-2026-1174,Switzerland Factory,Singapore DC,Aurelle ION Orchard Singapore,Singapore,Watches,Santos de Aurelle,W-SANTOS-L-YG-BRN,6,6,2026-05-28,2026-06-02,2026-06-05,Delivered,Air Freight,Cleared,3,,False,,28000.0,168000.0
SHP-2026-1175,Switzerland Factory,Hong Kong Hub,Aurelle Plaza 66 Shanghai,China,Watches,Baignoire Watch,W-BAIGNOIRE-M-YG,2,2,2026-06-15,2026-06-21,,Customs Hold,Air Freight,Under Review,10,Customs clearance delay,False,,12500.0,25000.0
SHP-2026-1176,Singapore DC,Hong Kong Hub,Aurelle Plaza 66 Shanghai,China,Watches,Ballon Bleu de Aurelle,W-BBLUE-L-YG-SLV,2,2,2026-06-19,2026-06-29,,In Transit,Air Freight,Pending,0,,False,,24000.0,48000.0
SHP-2026-1177,Singapore DC,Singapore DC,Aurelle Siam Paragon Bangkok,Thailand,Watches,Ballon Bleu de Aurelle,W-BBLUE-L-YG-SLV,2,2,2026-06-18,2026-06-29,,In Transit,Air Freight,Pending,0,,False,,24000.0,48000.0
SHP-2026-1178,Singapore DC,Hong Kong Hub,Aurelle Shinsaibashi Osaka,Japan,Fine Jewellery,LOVE Bracelet Classic,J-LOVE-BRAC-PG,9,9,2026-06-17,2026-06-28,,In Transit,Courier,Cleared,0,,True,CRT-JA-1438,2950.0,26550.0
SHP-2026-1179,Singapore DC,Hong Kong Hub,Aurelle Kerry Centre Shanghai,China,Watches,Ballon Bleu de Aurelle,W-BBLUE-M-SS-BLU,3,3,2026-06-18,2026-06-27,,In Transit,Air Freight,Cleared,0,,False,,16128.28,48384.84
SHP-2026-1180,Switzerland Factory,Singapore DC,Aurelle Castlereagh St Sydney,Australia,Fine Jewellery,LOVE Bracelet Classic,J-LOVE-RING-WG,11,11,2026-06-07,2026-06-15,2026-06-16,Delivered,Courier,Cleared,1,,False,,1950.0,21450.0
SHP-2026-1181,Switzerland Factory,Hong Kong Hub,Aurelle Plaza 66 Shanghai,China,Fine Jewellery,Juste un Clou Bracelet,J-JUC-BRAC-YG,15,15,2026-06-22,2026-07-03,,In Transit,Courier,Cleared,0,,False,,4741.44,71121.6
SHP-2026-1182,Singapore DC,Hong Kong Hub,Aurelle Peninsula Hong Kong,Hong Kong,Fine Jewellery,Aurelle d'Amour Necklace,J-DAMOUR-NECK-YG,7,7,2026-06-19,2026-06-29,,In Transit,Courier,Cleared,0,,True,CRT-HO-1390,5500.0,38500.0
SHP-2026-1183,Switzerland Factory,Hong Kong Hub,Aurelle Peninsula Hong Kong,Hong Kong,Watches,Baignoire Watch,W-BAIGNOIRE-S-WG-DM,6,6,2026-06-13,2026-06-19,2026-06-20,Delivered,Air Freight,Cleared,1,,True,CRT-HO-3308,16500.0,99000.0
SHP-2026-1184,Singapore DC,Hong Kong Hub,Aurelle Landmark Prince's Hong Kong,Hong Kong,Fine Jewellery,Aurelle d'Amour Necklace,J-DAMOUR-NECK-WG,10,10,2026-06-08,2026-06-15,2026-06-17,Delivered,Courier,Cleared,2,,True,CRT-HO-2225,5834.47,58344.7
SHP-2026-1185,Switzerland Factory,Hong Kong Hub,Aurelle Taikoo Li Chengdu,China,Fine Jewellery,LOVE Bracelet Classic,J-LOVE-BRAC-YG,14,14,2026-06-19,2026-06-29,,In Transit,Courier,Cleared,0,,False,,2867.73,40148.22
SHP-2026-1186,Singapore DC,Hong Kong Hub,Aurelle Plaza 66 Shanghai,China,Fine Jewellery,LOVE Bracelet Classic,J-LOVE-RING-YG,10,10,2026-06-19,2026-06-27,,In Transit,Courier,Cleared,0,,False,,1800.0,18000.0
SHP-2026-1187,Singapore DC,Singapore DC,Aurelle Castlereagh St Sydney,Australia,Fine Jewellery,LOVE Bracelet Classic,J-LOVE-RING-WG,10,0,2026-06-27,2026-07-09,,Ordered,Courier,N/A,0,,False,,1950.0,19500.0
SHP-2026-1188,Switzerland Factory,Singapore DC,Aurelle ION Orchard Singapore,Singapore,Watches,Tank Must,W-TANK-M-YG-SLV,5,5,2026-06-17,2026-06-28,,In Transit,Air Freight,Pending,0,,False,,18500.0,92500.0
SHP-2026-1189,Singapore DC,Hong Kong Hub,Aurelle Omotesando Tokyo,Japan,Watches,Baignoire Watch,W-BAIGNOIRE-XS-YG,2,2,2026-06-19,2026-06-26,,In Transit,Air Freight,Cleared,0,,False,,3048.34,6096.68
SHP-2026-1190,Switzerland Factory,Hong Kong Hub,Aurelle Kerry Centre Shanghai,China,Fine Jewellery,Juste un Clou Bracelet,J-JUC-BRAC-YG,9,9,2026-06-06,2026-06-12,2026-06-12,Delivered,Courier,Cleared,0,,False,,4741.44,42672.96
SHP-2026-1191,Switzerland Factory,Hong Kong Hub,Aurelle Taipei 101 Mall,Taiwan,Watches,Tank Must,W-TANK-L-SS-BLK,6,6,2026-06-22,2026-06-27,,In Transit,Air Freight,Pending,0,,False,,8900.0,53400.0
SHP-2026-1192,Singapore DC,Hong Kong Hub,Aurelle Lotte Main Seoul,South Korea,Watches,Santos de Aurelle,W-SANTOS-L-SS-WHT,2,2,2026-06-10,2026-06-15,,Delayed,Air Freight,Pending,8,Logistics congestion,True,CRT-SO-1994,14500.0,29000.0
SHP-2026-1193,Singapore DC,Hong Kong Hub,Aurelle Taikoo Li Chengdu,China,Fine Jewellery,Clash de Aurelle Ring,J-CLASH-RING-RG,7,7,2026-06-20,2026-06-29,,In Transit,Courier,Cleared,0,,False,,3879.4,27155.8
SHP-2026-1194,Switzerland Factory,Hong Kong Hub,Aurelle Taipei 101 Mall,Taiwan,Watches,Panthère de Aurelle Watch,W-PANTHERE-S-SS-SLV,4,4,2026-06-12,2026-06-22,2026-06-23,Delivered,Air Freight,Cleared,1,,True,CRT-TA-3030,6200.0,24800.0
SHP-2026-1195,Singapore DC,Hong Kong Hub,Aurelle MixC Shenzhen,China,Fine Jewellery,Juste un Clou Bracelet,J-JUC-RING-YG,7,7,2026-06-19,2026-06-29,,In Transit,Courier,Cleared,0,,False,,2200.0,15400.0
SHP-2026-1196,Switzerland Factory,Hong Kong Hub,Aurelle Lotte Main Seoul,South Korea,Watches,Panthère de Aurelle Watch,W-PANTHERE-M-SS-SLV,5,5,2026-06-17,2026-06-24,,In Transit,Air Freight,Cleared,0,,False,,7500.0,37500.0
SHP-2026-1197,Switzerland Factory,Hong Kong Hub,Aurelle MixC Shenzhen,China,Fine Jewellery,Aurelle d'Amour Necklace,J-DAMOUR-NECK-WG,7,7,2026-06-20,2026-06-29,,In Transit,Courier,Cleared,0,,False,,5834.47,40841.29
SHP-2026-1198,Switzerland Factory,Hong Kong Hub,Aurelle Omotesando Tokyo,Japan,Watches,Ballon Bleu de Aurelle,W-BBLUE-L-YG-SLV,4,4,2026-06-02,2026-06-12,2026-06-11,Delivered,Air Freight,Cleared,0,,True,CRT-JA-1818,24000.0,96000.0
SHP-2026-1199,Singapore DC,Hong Kong Hub,Aurelle MixC Shenzhen,China,Watches,Tank Must,W-TANK-S-SS-WHT,6,6,2026-06-17,2026-06-29,,In Transit,Air Freight,Cleared,0,,False,,7843.85,47063.1
SHP-2026-1200,Singapore DC,Hong Kong Hub,Aurelle Cheongdam Maison Seoul,South Korea,High Jewellery,LOVE Bracelet HJ,HJ-LOVE-BRAC,1,1,2026-06-10,2026-06-18,,Delayed,Air Freight,Pending,4,Logistics congestion,True,CRT-SO-2240,135813.52,135813.52
